Diagnostics/NewCompletedTrajs,Diagnostics/StepsInTrajWindow,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,SuccessAverage,SuccessStd,SuccessMedian,SuccessMin,SuccessMax,InsertDepthAverage,InsertDepthStd,InsertDepthMedian,InsertDepthMin,InsertDepthMax,TimeAverage,TimeStd,TimeMedian,TimeMin,TimeMax,InitPosAverage,InitPosStd,InitPosMedian,InitPosMin,InitPosMax,InitQuatAverage,InitQuatStd,InitQuatMedian,InitQuatMin,InitQuatMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax
14,1500,12,3043.1155095100403,1664,115,1040,0.35309566172603607,0.22068478857877255,10.0,10.0,15.0,52.23734296458808,11.0,2,534,-12.31660733550787,61.570293783107765,-8.5782430768013,-622.7500262260437,3.6767218708992004,15.0,52.23734296458808,11.0,2,534,-7.008403724240898,11.995996003909465,-8.19636438105006,-116.14741503948619,3.6318008303642273,0.43,0.4950757517794625,0.0,False,True,-0.008481787087242967,0.010270099451932399,-0.004259067918785539,-0.02016198198393805,0.009147723762222781,18.12743894100189,4.364322047762485,20.171177983283997,4.001431703567505,21.965242862701416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.057018618285656,2.354608500477148,4.824129819869995,1.5416640043258667,12.562638282775879,536.9202495574951,195.78063314509552,474.66429138183594,277.59466552734375,1036.688232421875,0.7690707571804524,0.18180505709972666,0.7674010992050171,0.2549888491630554,1.2660284042358398,2.935810235142708,0.6229268388407818,2.9176080226898193,1.380936622619629,4.792956829071045
17,1469,13,3428.2600960731506,1792,132,1120,0.33234272131986914,0.2077142008249182,10.0,10.0,14.69,52.27708771536532,10.0,2,534,-11.737996363341809,61.64610779105004,-8.31219670176506,-622.7500262260437,3.6767218708992004,14.69,52.27708771536532,10.0,2,534,-6.461515110254064,12.129819175332651,-7.941208030488495,-116.14741503948619,3.6318008303642273,0.48,0.4995998398718718,0.0,False,True,-0.00956436312713599,0.010350809186272743,-0.008912196450531332,-0.02029970108626114,0.009147723762222781,17.549266743659974,4.679220879396643,20.16027593612671,4.001431703567505,21.955227851867676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.366102957725525,3.2965627952394807,5.792771339416504,2.059199810028076,21.707279205322266,735.2001668930054,491.8605870898551,610.9111633300781,183.83908081054688,2957.744140625,0.5744599880650639,0.15611214728691925,0.5651952922344208,0.18746952712535858,1.060844898223877,2.2797179564833643,0.4552496359256715,2.2564265727996826,1.2504689693450928,3.6328372955322266
14,906,14,3786.911853313446,1920,146,1200,0.35689215908188193,0.2230575994261762,10.0,10.0,9.06,2.8454173683310504,10.0,2,14,-4.8775276526808735,5.246587442230096,-3.834218293428421,-13.56658536195755,3.6767218708992004,9.06,2.8454173683310504,10.0,2,14,-4.7116937953786335,4.940418157717537,-3.911019648602067,-12.811653589875514,3.6318008303642273,0.53,0.49909918853871116,1.0,False,True,-0.010767775590600897,0.009967534030123874,-0.019695923045725684,-0.02029970108626114,0.004046674113286797,16.982359120845796,5.000197094772593,20.078927040100098,4.001431703567505,21.955227851867676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866733022034168,3.541827635804209,6.244852066040039,1.8069700002670288,24.516542434692383,626.7433544158936,398.1022218555036,533.8934326171875,214.0482635498047,2881.220458984375,0.6502901507541538,0.1455472891177888,0.6299819946289062,0.1872156709432602,1.081228256225586,2.3770173460245134,0.434650361236888,2.3095786571502686,1.2736035585403442,3.7376651763916016
15,886,15,4151.749633312225,2048,161,1280,0.350840858642513,0.21927553665157065,10.0,10.0,8.86,2.915544546049674,10.0,2,14,-4.703007645010948,5.337781725251785,-3.834218293428421,-13.56658536195755,3.6767218708992004,8.86,2.915544546049674,10.0,2,14,-4.539818517066317,5.033409518312995,-3.911019648602067,-12.811653589875514,3.6318008303642273,0.53,0.49909918853871116,1.0,False,True,-0.010781286611617908,0.009997389815218742,-0.019695923045725684,-0.02029970108626114,0.004046674113286797,16.66851430416107,5.1675855238187145,20.06105661392212,4.001431703567505,21.955227851867676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.731670942902565,1.52510572142332,3.5709630250930786,0.9781033992767334,8.63950252532959,480.6621168136597,174.5188524361481,479.0772247314453,143.21461486816406,1164.072021484375,0.6218351021409034,0.16246938230884578,0.612322598695755,0.25180932879447937,1.0803265571594238,2.4968261659145354,0.577751630737282,2.442939281463623,1.471226453781128,4.507320404052734
17,863,16,4555.011204242706,2176,178,1360,0.3174118468681613,0.19838240429260084,10.0,10.0,8.63,2.958563840784917,10.0,2,14,-4.363930049836636,5.456974641216821,-2.7570390850305557,-13.56658536195755,3.6767218708992004,8.63,2.958563840784917,10.0,2,14,-4.216239152957792,5.147670528852125,-2.8786531508831206,-12.811653589875514,3.6318008303642273,0.56,0.4963869458396343,1.0,False,True,-0.011505866068789434,0.009868729952231536,-0.019792020955994125,-0.02029970108626114,0.004046674113286797,16.260921540260316,5.215723057383507,18.356539487838745,4.001431703567505,21.906107187271118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6720470116473733,2.1247276325113607,2.5983312129974365,-0.7487515211105347,9.230780601501465,442.42815113067627,199.22648673957957,404.120849609375,155.6157684326172,1160.747802734375,0.4873593091964722,0.11133909464030106,0.4855424016714096,0.23630785942077637,0.7976983189582825,2.0619572788476943,0.3069287522755592,2.024505138397217,1.322426676750183,2.9300122261047363
20,786,17,4975.551386594772,2304,198,1440,0.3043704391910914,0.19023152449443212,10.0,10.0,7.86,2.953032339816142,7.5,2,13,-3.0558165255188943,5.3273560056653695,-0.3585983067750931,-13.268862962722778,3.6707592606544495,7.86,2.953032339816142,7.5,2,13,-2.975316374778637,5.03585645366607,-0.5276742510933863,-12.551497880958426,3.625837914943695,0.66,0.4737087712930805,1.0,False,True,-0.013619334358771652,0.009241248105299964,-0.020001499629344797,-0.02029970108626114,0.004046674113286797,14.96162038564682,5.3113372082286725,14.121166944503784,4.029958963394165,21.906107187271118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.210643293429166,3.1389198008254473,4.547354698181152,0.09675262123346329,14.749002456665039,587.1395792007446,325.64197760169833,487.6537780761719,180.0231475830078,1872.070068359375,0.33923312909901143,0.12101435277605885,0.3167095184326172,0.11514231562614441,0.8098986148834229,1.6060799419879914,0.2789858929849316,1.5683346390724182,1.1430960893630981,2.748551368713379
16,777,18,5369.728765964508,2432,214,1520,0.3247269039249887,0.20295431495311794,10.0,10.0,7.77,2.813734173656069,7.5,2,13,-2.7089651787281035,5.08602739717715,-0.5413772761821747,-13.268862962722778,3.6707592606544495,7.77,2.813734173656069,7.5,2,13,-2.6583564315982806,4.806207626108953,-0.7023790545894655,-12.551497880958426,3.625837914943695,0.7,0.45825756949558394,1.0,False,True,-0.014549202525229128,0.00889450734263269,-0.020032636003468683,-0.02029970108626114,0.00903712931761172,14.85635460615158,5.0679150746585675,14.11122977733612,4.029958963394165,21.906107187271118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7724441468715666,2.296086637153804,3.3114943504333496,-0.18323098123073578,11.23740291595459,496.8526029586792,228.1027428436251,438.40174865722656,154.79537963867188,1179.56298828125,0.5133479382842779,0.14574934764290629,0.5088539123535156,0.20236071944236755,0.8057424426078796,2.079810731112957,0.3963108651909751,2.0432236194610596,1.2996900081634521,3.0885872840881348
14,799,19,5725.228211641312,2560,228,1600,0.3600568202189802,0.22503551263686264,10.0,10.0,7.99,2.7946198310324792,8.0,2,13,-2.6209547859430313,4.7673273167728185,-0.8038755059242249,-13.268862962722778,3.6707592606544495,7.99,2.7946198310324792,8.0,2,13,-2.594860502796937,4.505329296872234,-0.9577102541527456,-12.551497880958426,3.625837914943695,0.74,0.4386342439892262,1.0,False,True,-0.015305904806208592,0.008489320868145198,-0.020056591259821246,-0.020267085053282327,0.00903712931761172,15.150950076580047,4.8905737885277105,15.699302315711975,4.029958963394165,21.841987371444702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4294979527592659,1.542683941654202,0.1504269391298294,-1.9949119091033936,5.712292194366455,345.657951259613,206.7614005852179,284.3167724609375,111.20158386230469,1182.082275390625,0.46752191707491875,0.1363110380200298,0.4571392089128494,0.22109678387641907,0.8510580658912659,1.985243482887745,0.39299651031659494,1.9302809238433838,1.3497854471206665,3.213524580001831
14,795,20,6085.819277763367,2688,242,1680,0.3549727434363939,0.22185796464774618,10.0,10.0,7.95,2.64338797757726,8.0,2,13,-2.4370072650909425,4.572159753112501,-0.8038755059242249,-13.268862962722778,3.6707592606544495,7.95,2.64338797757726,8.0,2,13,-2.4317448164914914,4.321020954442173,-0.9577102541527456,-12.551497880958426,3.625837914943695,0.77,0.4208325082500163,1.0,False,True,-0.015810675021482624,0.008293629328538518,-0.020054962076319703,-0.020267085053282327,0.010052506054587101,15.134833984375,4.696749872500997,15.52356219291687,4.029958963394165,21.894028902053833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.963863980025053,2.6714042101506776,4.398131608963013,0.4776654839515686,18.966564178466797,560.1014736175537,305.9645669852656,462.31468200683594,202.80149841308594,1654.7034912109375,0.44619676657021046,0.1125653825619361,0.44585028290748596,0.1857500970363617,0.7014390826225281,1.8053532928228377,0.296883562191665,1.7633731961250305,1.2414590120315552,2.574058771133423
15,803,21,6465.384753227234,2816,257,1760,0.33722772031247344,0.2107673251952959,10.0,10.0,8.03,2.692415272575908,8.0,2,16,-2.1905056542158126,4.287051747320319,-0.7232584953308105,-13.268862962722778,3.6707592606544495,8.03,2.692415272575908,8.0,2,16,-2.2050639512934267,4.043673143533698,-0.8911940474124815,-12.551497880958426,3.625837914943695,0.8,0.39999999999999997,1.0,False,True,-0.016705313128951245,0.007227522660122413,-0.020052559383122996,-0.020267085053282327,0.010052506054587101,15.200138449668884,4.430698761749545,15.258714437484741,4.029958963394165,21.975370168685913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3603016003966335,2.3603838261787335,4.883763074874878,0.9460011720657349,13.968026161193848,515.8484159469605,220.22663519049695,445.1953582763672,185.34829711914062,1296.37841796875,0.4644138464704156,0.1147563027789517,0.45761366188526154,0.23236849904060364,0.8202568292617798,1.8780206590890884,0.2710783615200217,1.8659473061561584,1.3228416442871094,2.786073684692383
