Diagnostics/NewCompletedTrajs,Diagnostics/StepsInTrajWindow,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,SuccessAverage,SuccessStd,SuccessMedian,SuccessMin,SuccessMax,InsertDepthAverage,InsertDepthStd,InsertDepthMedian,InsertDepthMin,InsertDepthMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax
131,1546,0,177.62470960617065,2048,131,320,nan,nan,10.0,10.0,15.46,2.1280037593951757,15.0,11,20,-30.215957922935488,5.526443224749488,-30.542426586151123,-40.9345965385437,-11.812780797481537,15.46,2.1280037593951757,15.0,11,20,-28.03160148283316,4.891360855846693,-28.493567789248644,-37.104217807627165,-11.142079685929641,0.0,0.0,0.0,False,False,0.002653864771053857,0.004024462167876159,0.002558142060795743,-0.013230629189990628,0.015461372273809337,71.3114418387413,30.92682302039592,58.6358699798584,40.97803497314453,188.4952850341797,1923.5667524814605,1565.2578746244997,1166.08837890625,237.648193359375,5482.9541015625,4.025580417364836,0.08386522366912243,4.032954454421997,3.803995370864868,4.2115159034729,57.89512550830841,5.142043081217886,58.31313705444336,45.30324172973633,68.91580200195312
137,1471,1,357.6555905342102,4096,268,640,11.375826132954431,1.77747283327413,10.0,10.0,14.71,1.812705160802495,15.0,11,19,-29.124996001422407,5.290537340665776,-29.69907408952713,-40.44586133956909,-12.977248847484589,14.71,1.812705160802495,15.0,11,19,-27.123475670823076,4.7063036790449235,-27.849851509631012,-36.96126612767152,-12.326474974027542,0.0,0.0,0.0,False,False,0.0022010947214735053,0.0056423469445222516,0.001952146594929663,-0.0157096415785119,0.045177930831514834,36.04989992380142,5.55544066237789,36.38260078430176,21.623262405395508,53.84684371948242,665.0249170780182,410.99487985146015,555.1394653320312,189.34823608398438,2447.3115234375,3.89367963001132,0.03609947771480133,3.891814112663269,3.806224822998047,4.009609699249268,50.18653476238251,1.7784000342122332,50.074886322021484,45.716434478759766,56.29978561401367
140,1467,2,536.3946950435638,6144,408,960,11.45804106841559,1.7903189169399358,10.0,10.0,14.67,1.7666635220097797,15.0,11,20,-28.56012453854084,4.644615642869866,-29.266412615776062,-42.10228216648102,-15.229121565818787,14.67,1.7666635220097797,15.0,11,20,-26.60882748069711,4.122204999239557,-27.175475450623615,-38.260303724351736,-14.566687343695376,0.0,0.0,0.0,False,False,0.0019554892477021673,0.0032607156484242366,0.0018295145290172649,-0.011973710435212587,0.010980049969628092,25.53442989587784,4.516029923132191,25.34915065765381,15.40228271484375,38.11428451538086,963.490329170227,473.4299014375252,876.2756958007812,212.40676879882812,2940.73876953125,3.8507350727915766,0.031744096455466685,3.851385235786438,3.7450976371765137,3.932920455932617,48.14251344203949,1.4421331586613106,48.156986236572266,43.48920440673828,52.15596008300781
138,1471,3,716.111670255661,8192,546,1280,11.395695913438367,1.7805774864747448,10.0,10.0,14.71,2.635507541252728,15.0,3,24,-28.37806327879429,6.1476426200306475,-28.691725492477417,-45.76733613014221,2.294555902481079,14.71,2.635507541252728,15.0,3,24,-26.413707349814466,5.489546570148685,-26.839122425035043,-40.86723208408641,2.2112763093471526,0.02,0.13999999999999999,0.0,False,True,0.0010932615565894515,0.00493867546644701,0.0017018089911898099,-0.025277000435501573,0.009672531254990208,23.928346914052963,4.614980292929652,23.563129425048828,12.967260360717773,40.724605560302734,1182.3480299949647,570.3911542368969,1089.1654052734375,284.7809753417969,3125.168701171875,3.8066124439239504,0.0335760129100978,3.8072792291641235,3.6979763507843018,3.918322801589966,46.07502903938293,1.531110547476246,46.08274841308594,41.34147644042969,51.153167724609375
140,1463,4,900.6798150539398,10240,686,1600,11.09617264798502,1.7337769762476594,10.0,10.0,14.63,1.9982742554514383,14.0,10,20,-27.96568961918354,5.269752842325001,-28.102014183998108,-40.26974081993103,-10.622336030006409,14.63,1.9982742554514383,14.0,10,20,-26.062450617570914,4.652721424161867,-26.157161348011247,-36.74372331041352,-10.455470613524813,0.03,0.1705872210923198,0.0,False,True,0.0005064360980281944,0.00624960976900766,0.0017158726396687696,-0.04037401463722105,0.00625318921749804,23.548120722174644,4.215595961007677,23.385380744934082,13.237225532531738,41.24330520629883,1144.0180438995362,513.3243906424955,1060.359375,349.93218994140625,2871.021728515625,3.772463185340166,0.028880767863325132,3.77311635017395,3.685168743133545,3.8706653118133545,44.312963378429416,1.242192108923348,44.312801361083984,40.52470016479492,48.42216491699219
145,1446,5,1117.6098527908325,12288,831,1920,9.440831806261667,1.4751299697283853,10.0,10.0,14.46,2.002098898656108,14.0,9,20,-28.149048556685447,5.5188780457336035,-27.954814851284027,-40.41678464412689,-8.297812104225159,14.46,2.002098898656108,14.0,9,20,-26.232932027566886,4.890554244626329,-26.076653774082295,-36.81061667136983,-8.237913387525982,0.01,0.09949874371066199,0.0,False,True,0.0016324118206745863,0.0034877933077907897,0.0020929139512291806,-0.01909024947205129,0.009026984093186197,20.042161425948144,3.399392923124299,19.984131813049316,10.603558540344238,29.520130157470703,1282.5459415435791,597.5260299012422,1158.0218505859375,242.50662231445312,3499.697509765625,3.791432582587004,0.03433812013255049,3.789453387260437,3.684744358062744,3.891472339630127,45.23125649690628,1.5682173802127588,45.06057548522949,40.69483947753906,49.76905059814453
147,1364,6,1409.5488996505737,14336,978,2240,7.015163000733979,1.0961192188646842,10.0,10.0,13.64,1.486741403203664,14.0,11,17,-26.432870668172836,4.71622546645923,-26.82142800092697,-35.36986267566681,-11.86633563041687,13.64,1.486741403203664,14.0,11,17,-24.750998471039207,4.25348131575789,-25.073396306023856,-32.474635326284755,-11.365493874425542,0.0,0.0,0.0,False,False,0.0012129527185511396,0.004578238047993181,0.0017734107728337861,-0.02423884938993051,0.008966668798718186,18.268413877487184,3.2275116043035226,18.3672513961792,11.01357650756836,29.76732635498047,1332.7699610710144,675.4277661359071,1207.56396484375,300.02386474609375,4982.22119140625,3.7597037345170974,0.02719006768624542,3.7575674057006836,3.692472219467163,3.8361167907714844,43.63293577432633,1.1897708746806939,43.518117904663086,40.60300064086914,47.225833892822266
150,1347,7,1718.8234989643097,16384,1128,2560,6.621946983503993,1.034679216172499,10.0,10.0,13.47,1.9516915739942107,13.0,6,18,-25.6970700840652,6.135846476219623,-25.922691762447357,-38.09166765213013,-1.7904419302940369,13.47,1.9516915739942107,13.0,6,18,-24.072000326429023,5.560841954680419,-24.355593124431692,-34.85267832208941,-1.9039997366995438,0.03,0.17058722109231983,0.0,False,True,0.0009641359471828445,0.004762466868940083,0.0018898323741224216,-0.020016175339804987,0.009075578413443863,19.555450081825256,3.8546350609504487,19.271920204162598,11.093640327453613,34.80049514770508,1604.6685985565186,797.70063609981,1498.0966796875,268.4628601074219,4521.55078125,3.68806916475296,0.035050878843257326,3.6863577365875244,3.5978033542633057,3.794358491897583,40.49574822187424,1.453964255943077,40.433189392089844,36.79209899902344,45.0799446105957
147,1360,8,2010.1294538974762,18432,1275,2880,7.030408974886445,1.098501402326007,10.0,10.0,13.6,1.8275666882497066,13.0,4,17,-26.041849123835565,5.182763460850791,-26.120627284049988,-36.66181659698486,-0.17393004894256592,13.6,1.8275666882497066,13.0,4,17,-24.38276654542899,4.688166850048628,-24.513156884179235,-33.71997912272192,-0.26377670116233887,0.01,0.09949874371066199,0.0,False,True,0.0012792889290892864,0.0038455125824529905,0.0017143614222480952,-0.019741319901008525,0.014492848558638888,16.130446398258208,2.866049879730583,16.011302947998047,9.489749908447266,26.920639038085938,1667.2628691673278,906.4753329604605,1467.2843627929688,312.3450012207031,5359.796875,3.6197400763630867,0.030764474542044864,3.6166497468948364,3.5595157146453857,3.704792022705078,37.66292909383774,1.1848319007590495,37.52754020690918,35.415279388427734,41.05669021606445
154,1338,9,2294.974532365799,20480,1429,3200,7.189873214635005,1.1234176897867196,10.0,10.0,13.38,1.8263625050903776,13.0,9,21,-25.512951334118842,4.823436487040928,-24.971955001354218,-43.13284242153168,-7.090658068656921,13.38,1.8263625050903776,13.0,9,21,-23.917698376432295,4.283663299528451,-23.512272937917217,-38.875894908922334,-7.100940206948926,0.01,0.09949874371066199,0.0,False,True,0.001379995934940883,0.0035913629221623975,0.0020582500803314058,-0.0198202777924191,0.008819631706556613,14.458176080882549,2.9361440472709748,14.231608867645264,7.896791934967041,26.01552391052246,1915.0863062858582,1080.3408694294435,1723.164794921875,305.66864013671875,5339.990234375,3.5827257469296456,0.03196153619235981,3.579308271408081,3.4957361221313477,3.660827875137329,36.330998706817624,1.1732845826802476,36.186519622802734,33.384639739990234,39.33799362182617
