Diagnostics/NewCompletedTrajs,Diagnostics/StepsInTrajWindow,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,SuccessAverage,SuccessStd,SuccessMedian,SuccessMin,SuccessMax,InsertDepthAverage,InsertDepthStd,InsertDepthMedian,InsertDepthMin,InsertDepthMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax
128,1238,0,304.1711504459381,2048,128,320,nan,nan,10.0,10.0,12.38,6.7834799328957995,13.5,1,29,-22.22881242647767,19.072115913983506,-26.414676517248154,-62.0381760597229,4.553516864776611,12.38,6.7834799328957995,13.5,1,29,-20.471537049623933,17.270806657607892,-24.75875373722082,-54.57887004653438,4.553516864776611,0.5,0.5,0.5,False,True,-0.008744497039870448,0.009884516424217135,-0.01236599157850267,-0.019953396837216114,0.005253873634299161,76.7120746731758,16.085908312757145,74.05656051635742,40.41649627685547,154.30210876464844,5189.900448226928,2964.8585356761846,4578.76953125,1514.9774169921875,22674.623046875,0.7323810633271932,0.08516804705812477,0.7294457852840424,0.5154938697814941,1.0077017545700073,2.47807065397501,0.236000429933197,2.4810773134231567,1.9203603267669678,3.2961716651916504
184,1260,1,586.521271944046,4096,312,640,7.2534057684608575,1.1333446513220091,10.0,10.0,12.6,6.267375846396959,14.0,1,29,-23.41939418554306,18.104924655058927,-31.010814756155014,-65.57443141937256,4.556774139404297,12.6,6.267375846396959,14.0,1,29,-21.649289426878898,16.494077435239188,-28.500136404027394,-57.28463392566212,4.556774139404297,0.44,0.4963869458396343,0.0,False,True,-0.0076563157849206635,0.00993766532172202,-0.00041893024464446926,-0.020564010056342702,0.00889812160511641,75.97697288990021,12.136661969394897,75.41838073730469,44.41230773925781,118.13154602050781,4249.328660964966,1742.497303651545,3869.790283203125,1597.371337890625,14206.0322265625,0.8526942227035761,0.07313076093235664,0.8496469855308533,0.6576824188232422,1.0551807880401611,2.8145579427480696,0.2226372049646699,2.808351755142212,2.300398111343384,3.5727643966674805
157,1293,2,869.6355075836182,6144,469,960,7.233829112737635,1.1302857988652555,10.0,10.0,12.93,6.459496884433028,14.0,1,30,-25.267688998281955,17.954790405937747,-33.870484471321106,-63.150848746299744,4.5120110511779785,12.93,6.459496884433028,14.0,1,30,-23.301049246887082,16.323227138613177,-31.522497073610147,-54.97988679621011,4.5120110511779785,0.39,0.4877499359302879,0.0,False,True,-0.00642837121138401,0.009907547236571992,1.8697750199539453e-05,-0.020664939405793697,0.007987988508906418,66.45504677295685,10.49288702066272,66.28631591796875,41.59001159667969,105.40113830566406,3739.700497055054,1319.223548538487,3503.23828125,1388.034423828125,9228.6298828125,0.8909327294677496,0.07118156544425143,0.8948812186717987,0.6680365800857544,1.1262924671173096,2.9340000316500663,0.21703998078942494,2.9333795309066772,2.300435781478882,3.6438026428222656
160,1260,3,1168.1386251449585,8192,629,1280,6.860899868421475,1.0720156044408555,10.0,10.0,12.6,6.7245817713817715,14.0,1,26,-24.38035858333111,18.907588219323788,-32.95783358812332,-59.99421966075897,4.556262016296387,12.6,6.7245817713817715,14.0,1,26,-22.452132014858062,17.212790532924576,-30.531754158031795,-52.95713125554551,4.556262016296387,0.41,0.49183330509431744,0.0,False,True,-0.00644568184646489,0.0105483038987805,-0.00010873811707341752,-0.02076021294512828,0.01914158643820757,66.04432554244995,9.466478007986204,66.03247451782227,43.85211944580078,100.46212005615234,4419.413399887085,1824.5082127865628,4169.470947265625,1316.9710693359375,11455.0810546875,0.8443344693630934,0.07282074010780956,0.8409999907016754,0.6070684790611267,1.061873435974121,2.759502223134041,0.20532795839916837,2.757615089416504,2.095341444015503,3.40122652053833
157,1366,4,1468.3005328178406,10240,786,1600,6.8229843549366045,1.0660913054588446,10.0,10.0,13.66,7.0529710051863965,15.0,1,51,-27.49463457286358,18.70343308780248,-34.71170163154602,-105.77397346496582,4.553640365600586,13.66,7.0529710051863965,15.0,1,51,-25.23081935197791,16.578842144925357,-31.844165601782237,-82.55155084376776,4.553640365600586,0.31,0.462493243193887,0.0,False,True,-0.004974398562967269,0.009432786306266934,0.0004979129836498314,-0.020755002725965865,0.007826533856045537,72.34638668298722,15.565445571525103,69.80794143676758,41.05049514770508,130.30906677246094,4134.842551803589,1637.3296541009308,3814.9273681640625,1351.8248291015625,12861.0634765625,0.8478542434051632,0.07499574830455694,0.8501052260398865,0.6227211952209473,1.0877726078033447,2.793666706234217,0.21688851493751268,2.7859257459640503,2.172536849975586,3.4629015922546387
165,1261,5,1745.1106889247894,12288,951,1920,7.398572468593715,1.1560269482177679,10.0,10.0,12.61,6.755582876406743,14.0,1,43,-22.607553701400757,17.65570878646716,-30.587088733911514,-53.25595462322235,4.571508884429932,12.61,6.755582876406743,14.0,1,43,-20.924653286751617,16.13831781359239,-28.5703415622309,-47.7643748178701,4.571508884429932,0.47,0.49909918853871116,0.0,False,True,-0.008321156770267811,0.00985049542924787,-0.0010441166278460506,-0.020491802131961334,0.014012726150466476,63.299446725845335,9.547968192147975,62.4108829498291,39.44808578491211,92.9333267211914,3730.6256187438967,1357.7451691949927,3460.31591796875,1348.763916015625,7942.3173828125,0.8509905800223351,0.0714131585345256,0.8515595495700836,0.6420449018478394,1.0693751573562622,2.794102831184864,0.20821408728084878,2.78486704826355,2.1718194484710693,3.4103753566741943
164,1215,6,2047.2682485580444,14336,1115,2240,6.777920772479658,1.0590501206999465,10.0,10.0,12.15,6.1812215621186075,14.0,1,35,-24.040578687191008,17.89545198696221,-32.84183895587921,-61.445676445961,4.345412611961365,12.15,6.1812215621186075,14.0,1,35,-22.235795395244416,16.29324461066082,-30.304192798250668,-51.5984346094677,4.29652626991272,0.39,0.4877499359302879,0.0,False,True,-0.006485993951712874,0.00987304312903021,-5.836787179948344e-05,-0.020779556895884482,0.011532199042534913,62.67359020709991,9.158871741775618,62.38930702209473,41.96872329711914,88.17066955566406,4120.164102935791,1604.0713320612883,3843.6458740234375,1474.776611328125,12166.9951171875,0.7987006131559611,0.07123645405605825,0.7996067702770233,0.5924625992774963,1.0142608880996704,2.6552593357861043,0.19512521290752147,2.652574896812439,2.1349358558654785,3.255917549133301
171,1188,7,2321.5602626800537,16384,1286,2560,7.466495175061926,1.166639871103426,10.0,10.0,11.88,5.8962360875392354,14.0,1,30,-23.073133095800877,17.342481078424317,-31.688436031341553,-51.732821106910706,4.532700061798096,11.88,5.8962360875392354,14.0,1,30,-21.461769582091765,15.956050717182869,-29.41541557375887,-47.30699834034329,4.532700061798096,0.43,0.4950757517794625,0.0,False,True,-0.007358567077364097,0.010075880344263249,-0.00023374426243055746,-0.02074268913337282,0.007355155956785098,106.54223283529282,44.82457746668427,99.20333099365234,40.7637825012207,308.12237548828125,4632.0350353240965,2263.5627734719933,4223.087890625,1709.56005859375,23836.494140625,0.8277699688449502,0.0707461788199441,0.8263913094997406,0.6047359704971313,1.036148190498352,2.7237549141049384,0.20718629917140813,2.7073780298233032,2.1737051010131836,3.3432226181030273
173,1178,8,2532.6254184246063,18432,1459,2880,9.703164848671886,1.5161195076049823,10.0,10.0,11.78,5.536388714676742,14.0,1,22,-23.78350260347128,17.457668244459402,-31.46725630760193,-50.05716395378113,4.501089096069336,11.78,5.536388714676742,14.0,1,22,-22.113838591014748,16.057145362935106,-29.101059912776094,-45.16141001390799,4.501089096069336,0.42,0.49355850717012273,0.0,False,True,-0.007188527363157342,0.00997742575272909,0.00015587147085219244,-0.020356103501534634,0.005415480368432479,58.99610021114349,8.927612756231985,58.49600028991699,38.66758346557617,88.93445587158203,4187.071857833862,1910.5366540919924,3641.752197265625,957.7340087890625,13442.9580078125,0.8174759102985263,0.0754916675991927,0.8153416216373444,0.5939006209373474,0.9938594698905945,2.7233148977160453,0.2197522656119989,2.7073943614959717,2.178199291229248,3.279479503631592
171,1166,9,2756.558874607086,20480,1630,3200,9.145574024147232,1.4289959412730049,10.0,10.0,11.66,5.51039018582169,14.0,1,26,-21.59776790872216,16.668322810794844,-29.487442672252655,-56.14747428894043,4.553689479827881,11.66,5.51039018582169,14.0,1,26,-20.141332683361775,15.35041493122505,-27.491258724436715,-49.409339486391545,4.553689479827881,0.46,0.49839743177508444,0.0,False,True,-0.008185813118909077,0.009965684129966056,-0.0006783754049588808,-0.020286797258307315,0.007676901857766261,54.71126782298088,8.966062614408644,53.88465118408203,31.75275993347168,89.60436248779297,3825.6092292785643,1608.8072870716592,3613.6014404296875,905.3773193359375,11212.9638671875,0.7856368208304048,0.07440085293693921,0.7898339331150055,0.5843690633773804,1.0245839357376099,2.603374231606722,0.20766400204160448,2.5975836515426636,2.072693347930908,3.322434902191162
